Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,EmployeeId,EngagementScore,ExperienceBeforeJob,Gender,GenerationGroup,HomeDistanceLabel,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerfSatIndex,StockOptionLevel,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,Travel_Rarely,995,Research & Development,S1,Medical,836,Better,Junior,Female,Gen Z,Short Distance,77,Entry Level,Research Scientist,Divorced,2377,9834,5,No,18,Medium,1,2,2,2,2
0,Travel_Frequently,1125,Sales,S2,Marketing,837,Better,Mid-level,Female,Millennials,Short Distance,68,Supervisor,Sales Executive,Married,9637,8277,2,No,14,Medium,2,3,2,2,2
0,Travel_Frequently,1216,Research & Development,S2,Life Sciences,838,Better,Expert,Male,Gen X,Medium Distance,87,Asisten Manager,Research Director,Married,15787,21624,2,Yes,14,Medium,0,3,2,2,2
0,Travel_Rarely,1398,Sales,S2,Life Sciences,839,Better,Junior,Female,Millennials,Short Distance,79,Manager,Manager,Married,18041,13022,0,No,14,High,0,2,15,1,12
0,Travel_Frequently,1249,Research & Development,S1,Life Sciences,840,Better,Junior,Male,Gen Y,Short Distance,97,Supervisor,Laboratory Technician,Divorced,5210,20308,1,No,18,Low,1,2,9,9,11
0,Travel_Rarely,1315,Research & Development,S2,Other,841,Better,Expert,Male,Gen Y,Short Distance,35,Manager,Manager,Married,19513,9358,4,Yes,12,High,1,2,2,0,1
0,Travel_Rarely,1322,Research & Development,S1,Life Sciences,842,Better,Expert,Female,Gen Y,Long Distance,43,Asisten Manager,Research Director,Married,16880,22422,4,Yes,11,Medium,0,2,2,1,2
0,Non-Travel,248,Research & Development,Diploma,Life Sciences,843,Better,Junior,Male,Gen Y,Long Distance,42,Asisten Supervisor,Laboratory Technician,Married,3633,14039,1,Yes,15,Medium,1,2,8,0,8
0,Travel_Frequently,853,Sales,S3,Life Sciences,844,Better,Junior,Male,Millennials,Medium Distance,71,Supervisor,Sales Executive,Married,9069,11031,1,No,22,Medium,1,3,8,1,8
0,Travel_Rarely,855,Research & Development,S1,Life Sciences,845,Better,Junior,Male,Gen Y,Short Distance,54,Supervisor,Manufacturing Director,Single,7898,18706,1,No,11,High,0,2,9,0,8
0,Travel_Rarely,1300,Research & Development,Diploma,Technical Degree,846,Better,Junior,Male,Millennials,Long Distance,62,Asisten Supervisor,Research Scientist,Divorced,3319,24447,1,No,17,Medium,2,3,8,4,7
0,Travel_Rarely,544,Human Resources,Non-Degree,Technical Degree,847,Better,Junior,Male,Gen Y,Short Distance,52,Entry Level,Human Resources,Divorced,2696,24017,0,Yes,11,High,1,5,2,1,0
0,Travel_Frequently,117,Research & Development,S1,Medical,848,Better,Junior,Female,Gen Y,Long Distance,58,Asisten Manager,Manager,Divorced,17174,2437,3,No,11,High,1,3,17,4,7
0,Travel_Rarely,996,Research & Development,Diploma,Medical,849,Better,Junior,Male,Gen Z,Short Distance,100,Entry Level,Research Scientist,Single,3230,10531,1,No,17,Medium,0,4,2,1,0
0,Travel_Rarely,268,Research & Development,S3,Medical,850,Good,Junior,Male,Millennials,Short Distance,92,Entry Level,Research Scientist,Married,3057,20471,6,Yes,13,High,1,0,0,0,1
0,Travel_Rarely,1142,Research & Development,S2,Medical,851,Better,Junior,Female,Millennials,Long Distance,30,Entry Level,Laboratory Technician,Married,4014,16002,3,Yes,15,Medium,1,3,2,2,2
1,Travel_Rarely,1157,Research & Development,S2,Medical,852,Good,Junior,Male,Gen Z,Short Distance,84,Entry Level,Research Scientist,Married,3464,24737,5,Yes,13,High,0,4,2,2,2
0,Travel_Frequently,638,Sales,S1,Marketing,853,Good,Junior,Male,Gen Z,Short Distance,33,Entry Level,Sales Representative,Married,1790,26956,1,No,19,Medium,1,3,0,1,0
0,Travel_Rarely,1376,Sales,Diploma,Medical,854,Better,Junior,Male,Gen X,Short Distance,45,Asisten Manager,Manager,Divorced,14852,13938,6,No,13,High,1,3,13,15,2
0,Travel_Frequently,200,Research & Development,Diploma,Life Sciences,855,Better,Mid-level,Male,Millennials,Medium Distance,60,Supervisor,Manufacturing Director,Single,9362,19944,2,No,11,High,0,2,2,2,2
0,Travel_Frequently,1480,Research & Development,Diploma,Medical,856,Good,Junior,Male,Millennials,Short Distance,30,Entry Level,Laboratory Technician,Single,2088,15062,4,No,12,High,0,3,7,7,2
0,Travel_Rarely,1223,Research & Development,S1,Technical Degree,857,Better,Junior,Female,Millennials,Short Distance,59,Supervisor,Healthcare Representative,Divorced,10096,8202,1,No,13,Medium,3,2,14,12,8
0,Travel_Rarely,715,Research & Development,S1,Life Sciences,858,Good,Expert,Female,Gen X,Short Distance,69,Asisten Manager,Manufacturing Director,Single,13726,21829,3,Yes,13,Medium,0,4,3,4,3
0,Travel_Rarely,392,Sales,S2,Medical,859,Better,Junior,Male,Millennials,Short Distance,93,Asisten Supervisor,Sales Executive,Divorced,5505,3921,1,No,14,High,2,5,2,0,4
0,Travel_Rarely,616,Research & Development,Diploma,Life Sciences,860,Good,Junior,Female,Millennials,Short Distance,99,Entry Level,Laboratory Technician,Married,3377,25605,4,No,17,Medium,1,5,3,0,2
0,Travel_Rarely,1015,Research & Development,S3,Medical,861,Good,Junior,Female,Gen Y,Short Distance,50,Asisten Supervisor,Laboratory Technician,Single,5769,23447,1,Yes,14,Low,0,3,7,1,4
0,Travel_Rarely,529,Research & Development,S1,Technical Degree,862,Better,Junior,Male,Millennials,Short Distance,78,Entry Level,Research Scientist,Single,2439,11288,1,No,14,High,0,4,2,1,2
0,Travel_Rarely,174,Sales,S2,Technical Degree,863,Good,Senior,Male,Gen Y,Short Distance,56,Asisten Manager,Sales Executive,Married,13120,11879,6,No,17,Medium,1,3,8,2,3
0,Travel_Rarely,132,Research & Development,S1,Life Sciences,864,Better,Junior,Female,Millennials,Short Distance,55,Entry Level,Laboratory Technician,Married,3038,22002,3,No,12,Medium,0,3,0,0,0
0,Travel_Rarely,427,Sales,S1,Life Sciences,865,Better,Junior,Male,Gen Z,Short Distance,99,Entry Level,Sales Representative,Divorced,2275,25103,1,Yes,21,High,1,2,2,0,2
0,Travel_Frequently,1312,Research & Development,S2,Technical Degree,866,Good,Junior,Female,Gen Z,Short Distance,78,Entry Level,Research Scientist,Single,4968,26427,0,No,16,High,0,2,7,0,7
0,Travel_Rarely,970,Research & Development,S1,Life Sciences,867,Better,Expert,Male,Gen X,Short Distance,59,Asisten Manager,Research Director,Married,14814,13514,3,No,19,High,0,3,1,1,3
0,Travel_Rarely,868,Sales,S1,Marketing,868,Better,Expert,Male,Gen X,Short Distance,73,Asisten Manager,Sales Executive,Married,11836,22789,5,No,14,Medium,1,3,0,2,2
0,Non-Travel,350,Sales,S1,Medical,869,Better,Expert,Male,Gen X,Short Distance,52,Asisten Manager,Manager,Divorced,16291,22577,4,No,22,Medium,1,0,9,14,14
0,Travel_Rarely,528,Human Resources,S1,Life Sciences,870,Better,Mid-level,Female,Gen Y,Short Distance,44,Entry Level,Human Resources,Divorced,3195,4167,4,Yes,18,Medium,3,2,2,2,2
0,Travel_Rarely,1470,Research & Development,S1,Medical,871,Good,Junior,Female,Millennials,Short Distance,71,Entry Level,Research Scientist,Married,3936,9953,1,No,11,Low,1,2,4,7,7
1,Travel_Frequently,1445,Research & Development,S3,Life Sciences,872,Better,Junior,Female,Millennials,Short Distance,100,Supervisor,Manufacturing Director,Single,7446,8931,1,No,11,Medium,0,2,8,4,7
0,Non-Travel,967,Research & Development,S2,Technical Degree,873,Good,Junior,Male,Millennials,Medium Distance,85,Entry Level,Research Scientist,Married,2307,14460,1,Yes,23,Medium,1,2,2,3,0
0,Travel_Rarely,1389,Research & Development,S2,Life Sciences,874,Better,Junior,Female,Gen Z,Long Distance,51,Supervisor,Manufacturing Director,Divorced,9980,10195,1,No,11,Medium,1,1,9,8,8
0,Travel_Rarely,287,Research & Development,S2,Life Sciences,875,Good,Junior,Female,Millennials,Short Distance,62,Entry Level,Research Scientist,Married,2977,8952,1,No,12,High,1,5,3,1,1
1,Travel_Frequently,342,Research & Development,S1,Life Sciences,876,Better,Junior,Male,Gen Z,Short Distance,57,Entry Level,Research Scientist,Married,2042,15346,6,Yes,14,Low,1,2,2,1,2
1,Travel_Rarely,500,Sales,S1,Medical,877,Good,Junior,Female,Gen Z,Short Distance,49,Entry Level,Sales Representative,Single,2044,22052,1,No,13,High,0,3,2,0,2
0,Travel_Rarely,828,Sales,Non-Degree,Life Sciences,878,Better,Junior,Male,Millennials,Short Distance,77,Asisten Supervisor,Sales Executive,Single,6582,8346,4,Yes,13,High,0,2,5,0,5
0,Travel_Rarely,1075,Human Resources,Diploma,Human Resources,879,Better,Junior,Male,Millennials,Short Distance,57,Entry Level,Human Resources,Divorced,2277,22650,3,Yes,11,High,1,4,3,0,3
0,Travel_Rarely,949,Research & Development,S1,Technical Degree,880,Good,Junior,Male,Gen Z,Short Distance,81,Entry Level,Laboratory Technician,Married,3229,4910,4,No,11,Medium,1,2,2,0,2
0,Travel_Rarely,1442,Research & Development,S1,Medical,881,Better,Junior,Female,Millennials,Short Distance,46,Supervisor,Healthcare Representative,Single,8621,17654,1,No,14,Medium,0,3,7,7,7
0,Travel_Rarely,371,Sales,S1,Life Sciences,882,Bad,Mid-level,Male,Millennials,Medium Distance,80,Supervisor,Sales Executive,Married,9610,3840,3,No,13,High,1,2,3,0,2
0,Travel_Frequently,515,Research & Development,Diploma,Life Sciences,883,Better,Junior,Female,Millennials,Short Distance,98,Supervisor,Research Director,Single,13458,15146,1,Yes,12,Medium,0,1,14,8,12
0,Travel_Rarely,1448,Research & Development,S1,Technical Degree,884,Better,Mid-level,Male,Gen Y,Long Distance,55,Supervisor,Manufacturing Director,Married,9380,14720,4,Yes,18,High,2,4,1,1,2
0,Travel_Frequently,902,Research & Development,Diploma,Medical,885,Good,Senior,Female,Millennials,Long Distance,92,Asisten Supervisor,Research Scientist,Married,4422,21203,3,Yes,13,High,1,3,1,0,0
0,Non-Travel,325,Research & Development,S1,Medical,886,Better,Junior,Male,Millennials,Short Distance,74,Asisten Supervisor,Manufacturing Director,Single,9936,3787,0,No,19,Low,0,2,4,1,7
0,Travel_Rarely,253,Research & Development,S1,Medical,887,Better,Junior,Female,Gen Z,Medium Distance,43,Entry Level,Research Scientist,Married,2244,24440,1,No,13,Medium,1,1,1,1,2
1,Travel_Rarely,1180,Research & Development,Non-Degree,Medical,888,Better,Senior,Male,Millennials,Long Distance,70,Asisten Supervisor,Healthcare Representative,Married,6673,11354,7,Yes,19,Low,0,2,0,0,0
0,Travel_Rarely,1395,Research & Development,S2,Medical,889,Better,Junior,Male,Millennials,Short Distance,48,Asisten Supervisor,Research Scientist,Single,5098,18698,1,No,19,Medium,0,5,7,0,8
0,Travel_Rarely,782,Research & Development,S2,Other,890,Good,Senior,Male,Gen Y,Short Distance,50,Asisten Manager,Research Director,Divorced,16627,2671,4,Yes,14,High,1,3,0,0,0
0,Travel_Rarely,598,Research & Development,S1,Life Sciences,891,Better,Junior,Male,Gen Z,Short Distance,91,Entry Level,Research Scientist,Married,2451,22376,6,No,18,Medium,2,2,0,0,0
0,Travel_Rarely,530,Sales,Non-Degree,Medical,892,Good,Senior,Female,Gen Y,Long Distance,91,Supervisor,Manager,Married,12504,23978,3,No,21,Medium,1,3,0,0,0
0,Non-Travel,287,Research & Development,Diploma,Life Sciences,893,Better,Junior,Male,Gen Z,Short Distance,73,Entry Level,Research Scientist,Single,1051,13493,1,No,15,High,0,2,0,0,0
0,Travel_Rarely,1040,Research & Development,Diploma,Life Sciences,894,Better,Mid-level,Male,Millennials,Short Distance,79,Asisten Supervisor,Healthcare Representative,Divorced,6842,26308,6,No,20,Medium,1,3,4,0,4
0,Travel_Rarely,1296,Research & Development,S2,Technical Degree,895,Better,Junior,Male,Millennials,Short Distance,62,Supervisor,Manufacturing Director,Single,8095,18264,0,No,13,High,0,5,6,0,13
0,Travel_Frequently,193,Research & Development,S1,Life Sciences,896,Good,Junior,Male,Gen Z,Short Distance,52,Entry Level,Laboratory Technician,Married,3867,14222,1,Yes,12,High,1,2,2,2,2
0,Travel_Rarely,160,Research & Development,Non-Degree,Medical,897,Good,Junior,Female,Gen Z,Short Distance,51,Entry Level,Laboratory Technician,Single,3295,12862,1,No,13,Medium,0,3,2,1,2
0,Travel_Rarely,592,Research & Development,S1,Life Sciences,898,Better,Mid-level,Male,Gen Z,Short Distance,59,Entry Level,Laboratory Technician,Single,2062,19384,3,No,14,Medium,0,2,2,1,2
0,Travel_Rarely,1236,Research & Development,S2,Life Sciences,899,Good,Senior,Female,Gen Y,Short Distance,40,Asisten Manager,Manager,Married,15402,17997,7,No,11,Medium,1,3,2,0,2
0,Travel_Rarely,350,Human Resources,S1,Human Resources,900,Good,Junior,Male,Gen Z,Medium Distance,56,Entry Level,Human Resources,Divorced,2335,3157,4,Yes,15,Medium,3,3,2,2,0
0,Travel_Rarely,989,Research & Development,Non-Degree,Medical,901,Better,Junior,Female,Millennials,Short Distance,46,Manager,Manager,Married,19033,6499,1,No,14,High,1,2,8,9,9
0,Travel_Rarely,219,Research & Development,Diploma,Other,902,Good,Junior,Female,Millennials,Medium Distance,44,Asisten Supervisor,Manufacturing Director,Married,4788,25388,0,Yes,11,High,0,2,2,0,2
0,Travel_Rarely,390,Research & Development,S2,Medical,903,Good,Junior,Male,Gen Z,Medium Distance,62,Entry Level,Laboratory Technician,Married,2305,6217,1,No,15,High,3,3,2,0,2
0,Travel_Rarely,584,Research & Development,S3,Medical,904,Better,Expert,Female,Gen X,Long Distance,91,Asisten Manager,Manager,Married,17426,18685,3,No,25,Medium,1,6,8,4,7
0,Travel_Rarely,141,Sales,Non-Degree,Other,905,Better,Junior,Male,Gen Z,Short Distance,98,Asisten Supervisor,Sales Executive,Married,4194,14363,1,Yes,18,Medium,0,3,3,0,3
1,Travel_Rarely,806,Research & Development,S1,Technical Degree,906,Better,Junior,Female,Gen Z,Short Distance,39,Entry Level,Laboratory Technician,Divorced,3339,17285,3,Yes,13,Medium,2,2,7,7,7
0,Travel_Frequently,1091,Research & Development,Non-Degree,Life Sciences,907,Better,Senior,Male,Gen X,Short Distance,65,Supervisor,Manufacturing Director,Married,10976,15813,3,No,18,Medium,1,4,2,1,2
0,Travel_Rarely,303,Sales,S1,Life Sciences,908,Better,Junior,Male,Millennials,Long Distance,84,Asisten Supervisor,Sales Executive,Single,5813,13492,1,Yes,18,High,0,2,7,7,7
0,Travel_Rarely,1274,Research & Development,Non-Degree,Life Sciences,909,Better,Junior,Male,Millennials,Short Distance,33,Supervisor,Manufacturing Director,Divorced,10648,14394,1,No,25,High,1,6,8,0,8
0,Travel_Rarely,444,Sales,Diploma,Marketing,910,Better,Junior,Female,Millennials,Short Distance,92,Asisten Supervisor,Sales Executive,Married,5677,4258,3,No,14,Medium,1,4,8,5,10
0,Travel_Rarely,1404,Sales,S1,Life Sciences,911,Good,Senior,Male,Millennials,Short Distance,59,Entry Level,Sales Representative,Single,2858,11473,4,No,14,Low,0,3,0,0,0
0,Travel_Rarely,216,Research & Development,Diploma,Medical,912,Better,Junior,Male,Millennials,Short Distance,84,Asisten Supervisor,Manufacturing Director,Divorced,4941,2819,6,No,20,Medium,2,0,2,0,1
0,Travel_Frequently,688,Research & Development,Diploma,Life Sciences,913,Better,Senior,Female,Millennials,Short Distance,97,Asisten Supervisor,Manufacturing Director,Divorced,5131,9192,7,No,13,Medium,3,3,2,0,2
0,Travel_Rarely,1009,Sales,Diploma,Life Sciences,914,Better,Junior,Female,Millennials,Short Distance,31,Asisten Supervisor,Sales Executive,Divorced,6893,19461,3,No,15,Medium,1,3,7,1,7
0,Travel_Rarely,713,Research & Development,S1,Life Sciences,915,Better,Senior,Female,Gen X,Short Distance,67,Entry Level,Research Scientist,Divorced,4257,13939,4,Yes,18,Medium,1,3,2,2,2
0,Travel_Frequently,1225,Sales,Non-Degree,Life Sciences,916,Good,Senior,Female,Gen X,Short Distance,57,Asisten Supervisor,Sales Executive,Single,5473,24668,7,No,11,Medium,0,2,3,1,3
0,Travel_Rarely,589,Research & Development,S2,Life Sciences,917,Better,Junior,Male,Millennials,Long Distance,79,Asisten Supervisor,Laboratory Technician,Married,5207,22949,1,Yes,12,Medium,1,3,14,5,7
0,Travel_Rarely,1220,Research & Development,S1,Life Sciences,918,Good,Junior,Female,Gen Z,Short Distance,85,Entry Level,Research Scientist,Single,2478,20938,1,Yes,12,Medium,0,2,3,1,2
0,Travel_Rarely,882,Sales,S2,Life Sciences,919,Better,Junior,Male,Millennials,Short Distance,92,Supervisor,Sales Executive,Divorced,7823,6812,6,No,13,High,1,2,9,0,8
0,Travel_Frequently,467,Sales,S1,Life Sciences,920,Better,Junior,Male,Gen Z,Short Distance,55,Asisten Supervisor,Sales Executive,Single,4898,11827,0,No,14,Medium,0,5,2,1,3
0,Travel_Rarely,224,Research & Development,S2,Technical Degree,921,Good,Junior,Male,Gen Z,Short Distance,100,Entry Level,Research Scientist,Single,2362,7568,6,No,13,Low,0,2,7,0,7
0,Travel_Rarely,546,Research & Development,S1,Life Sciences,922,Better,Junior,Male,Millennials,Short Distance,83,Entry Level,Laboratory Technician,Divorced,2008,6896,1,No,14,Medium,2,3,0,1,0
0,Travel_Rarely,1059,Research & Development,Diploma,Other,923,Better,Expert,Male,Gen Y,Short Distance,93,Manager,Manager,Single,19613,26362,8,No,22,Very High,0,2,0,0,1
0,Travel_Rarely,916,Research & Development,Diploma,Life Sciences,924,Better,Mid-level,Female,Gen Y,Medium Distance,82,Asisten Supervisor,Research Scientist,Single,6545,23016,3,Yes,13,Medium,0,1,2,0,2
0,Travel_Rarely,706,Research & Development,Diploma,Life Sciences,925,Good,Junior,Male,Gen Y,Short Distance,82,Supervisor,Manufacturing Director,Divorced,8578,19989,3,No,14,High,1,4,8,4,7
0,Travel_Rarely,1031,Research & Development,S2,Life Sciences,926,Good,Senior,Female,Millennials,Short Distance,45,Asisten Supervisor,Research Scientist,Divorced,4505,15000,6,No,15,Medium,1,3,0,0,0
0,Travel_Rarely,645,Sales,S1,Marketing,927,Better,Junior,Male,Gen Y,Short Distance,49,Supervisor,Sales Executive,Married,8392,19566,1,No,16,Medium,1,2,7,0,7
1,Travel_Frequently,426,Human Resources,S2,Life Sciences,928,Good,Junior,Female,Gen Z,Medium Distance,58,Entry Level,Human Resources,Divorced,2741,22808,0,Yes,11,Medium,1,2,7,1,0
0,Non-Travel,976,Research & Development,Diploma,Medical,929,Better,Junior,Male,Millennials,Short Distance,48,Entry Level,Research Scientist,Divorced,3065,3995,1,Yes,13,Medium,1,3,2,2,3
0,Travel_Rarely,337,Sales,Non-Degree,Marketing,930,Better,Junior,Male,Gen Z,Short Distance,31,Entry Level,Sales Representative,Single,2679,4567,1,No,13,Medium,0,3,0,1,0
1,Travel_Frequently,874,Research & Development,S1,Medical,931,Good,Junior,Male,Millennials,Medium Distance,72,Entry Level,Laboratory Technician,Married,2610,6233,1,No,12,High,1,5,2,2,2
1,Travel_Rarely,489,Human Resources,Diploma,Technical Degree,932,Better,Junior,Male,Gen Z,Short Distance,52,Entry Level,Human Resources,Single,2564,18437,1,No,12,Medium,0,3,0,0,0
0,Travel_Rarely,638,Research & Development,Diploma,Medical,933,Better,Junior,Female,Millennials,Short Distance,91,Asisten Supervisor,Research Scientist,Married,5175,22162,5,No,12,High,1,3,3,1,3
0,Non-Travel,145,Sales,S1,Life Sciences,934,Better,Junior,Female,Gen Y,Short Distance,95,Asisten Supervisor,Sales Executive,Married,6347,24920,0,No,12,Medium,1,3,7,0,13
0,Non-Travel,217,Research & Development,S2,Life Sciences,935,Better,Mid-level,Male,Millennials,Medium Distance,78,Asisten Supervisor,Manufacturing Director,Single,7779,23238,2,No,20,Medium,0,0,9,0,9
0,Travel_Rarely,1099,Sales,S1,Marketing,936,Better,Junior,Male,Gen Y,Short Distance,88,Manager,Manager,Married,18213,8751,7,No,11,Medium,1,5,9,3,10
0,Travel_Rarely,810,Sales,S1,Life Sciences,937,Better,Junior,Male,Gen Z,Short Distance,57,Asisten Supervisor,Sales Executive,Married,4851,15678,0,No,22,High,1,4,2,1,2
0,Travel_Rarely,461,Research & Development,Non-Degree,Life Sciences,938,Better,Junior,Female,Millennials,Medium Distance,53,Entry Level,Research Scientist,Single,3452,17241,3,No,18,Medium,0,4,2,0,2
0,Travel_Rarely,1103,Research & Development,S1,Life Sciences,939,Good,Junior,Male,Gen Z,Medium Distance,42,Entry Level,Research Scientist,Married,2235,14377,1,Yes,14,Medium,2,3,7,6,8
0,Travel_Rarely,718,Research & Development,Non-Degree,Medical,940,Good,Junior,Male,Gen Z,Short Distance,79,Asisten Supervisor,Manufacturing Director,Married,5056,17689,1,Yes,15,High,1,2,7,1,2
0,Travel_Rarely,328,Research & Development,S1,Medical,941,Good,Junior,Male,Gen Y,Short Distance,86,Entry Level,Laboratory Technician,Married,3690,3425,2,No,15,High,1,2,2,0,2
0,Travel_Rarely,266,Research & Development,S1,Medical,942,Good,Junior,Female,Gen Z,Short Distance,40,Entry Level,Research Scientist,Single,2096,18830,1,No,18,High,0,3,2,2,1
0,Travel_Rarely,528,Human Resources,S2,Technical Degree,943,Good,Junior,Male,Millennials,Short Distance,100,Entry Level,Human Resources,Single,4323,7108,1,No,17,Medium,0,2,4,1,4
